name,pricing/rate/amount,address,location/lat,location/lng,url
Luxurious Beachfront Marbella Club 2 BR 2.5 BA,245,"Humacao, Puerto Rico",18.09689,-65.79108,https://www.airbnb.com/rooms/13449521
4 BR  🧡 Beach Side Villa Ocean Park,387,"San Juan, Puerto Rico",18.452,-66.052,https://www.airbnb.com/rooms/14852884
Casa María- Rooftop Terrace with Great View,365,"Culebra, PR, Puerto Rico",18.311,-65.297,https://www.airbnb.com/rooms/14961660
Villas Ali Boquerón #3,346,"Cabo Rojo, Puerto Rico",18.02654,-67.1696,https://www.airbnb.com/rooms/49009856
Oreanda - Casa Limon,240,"Vieques, Puerto Rico, Puerto Rico",18.10306,-65.49228,https://www.airbnb.com/rooms/2010264
Beautiful House w private Pool,225,"Salinas, Puerto Rico",17.95822,-66.29476,https://www.airbnb.com/rooms/22714904
Your peace of paradise,350,"Dorado , Puerto Rico, United States",18.47187,-66.27525,https://www.airbnb.com/rooms/30031171
Ocean View Studio,229,"San Juan, Puerto Rico",18.45627,-66.06513,https://www.airbnb.com/rooms/53779960
Isabela Puerto Rico - Jobos Beach Surfing Paradise,222,"Bo. Bajuras, Isabela, Puerto Rico, United States",18.51486,-67.08541,https://www.airbnb.com/rooms/42004942
Private Vacation Oceanfront Condo,236,"Manatí, Puerto Rico",18.47466,-66.48431,https://www.airbnb.com/rooms/48536802
"Pool House “El Guaraguao” Isabela, Puerto Rico",226,"Isabela, Puerto Rico",18.507,-67.066,https://www.airbnb.com/rooms/48266308
Pool* 14 guests *5 Min Airpot & Beach* See Video *,351,"Carolina, Puerto Rico",18.429,-65.997,https://www.airbnb.com/rooms/52796926
Airbnb CasaBonita,235,"Moca, Puerto Rico",18.35885,-67.04367,https://www.airbnb.com/rooms/51411286
@VillaBrezzaPR - 2Bedroom Villa in Beach Paradise,225,"Mameyes II, Río Grande, Puerto Rico",18.38832,-65.76431,https://www.airbnb.com/rooms/50850623
"Entire Spacious Gated Caribbean ""Sea View"" Home",357,"Bajo, Patillas, Puerto Rico",17.97915,-66.00227,https://www.airbnb.com/rooms/48931482
2 Mirian Apartments everything is Private.✅☀️,38,"San Juan, Puerto Rico",18.44582,-66.05503,https://www.airbnb.com/rooms/48298855
Villa Julieta! Entire beach House/ Private Pool,373,"Cabo Rojo, Puerto Rico",17.98,-67.204,https://www.airbnb.com/rooms/784328245101271900
"Executive Apartment 02
A 10 minutos de la playa",35,"Arecibo, Puerto Rico",18.44409,-66.67236,https://www.airbnb.com/rooms/47010930
Two-Story Apartment at Rio Grande,275,"Mameyes II, Río Grande, Puerto Rico",18.388,-65.765,https://www.airbnb.com/rooms/48682102
Beautiful two bedroom beach paradise apartment,225,"Río Grande, Puerto Rico",18.41994,-65.82598,https://www.airbnb.com/rooms/54094316
★Spectacular Beach-Side Resort 3-BR Apartment★,233,"Loiza, Puerto Rico",18.42854,-65.84413,https://www.airbnb.com/rooms/52593632
Beauty & Romantic Beachfront Apartment,220,"Tierras Nuevas Saliente, Manatí, Puerto Rico",18.47325,-66.4867,https://www.airbnb.com/rooms/48314772
5 Rated Aquatika with KingBed wifi and Direct TV,235,"Medianía Alta, Loíza, Puerto Rico",18.42947,-65.83832,https://www.airbnb.com/rooms/41198573
Descanso del Norte ;airport 5 minutes✈️,49,"Carolina, Puerto Rico",18.42688,-66.00448,https://www.airbnb.com/rooms/46334786
Isla Verde MODERN 3BR/2BTH Beach Apartment(SD 4),199,"Carolina, Puerto Rico",18.4424,-66.02051,https://www.airbnb.com/rooms/52748031
#8 Atlántico Urbano Queen bed - best price.,35,"Aguadilla, Puerto Rico",18.42443,-67.15552,https://www.airbnb.com/rooms/12301841
Suburban San Juan Mini Mansion in Torrimar,225,"Guaynabo, Puerto Rico",18.37982,-66.11762,https://www.airbnb.com/rooms/27025486
#5 Atlántico Azul Internet with great reliability!,35,"Aguadilla Pueblo, Puerto Rico",18.42247,-67.15481,https://www.airbnb.com/rooms/10871125
The Pool House @ Boquerón,305,"Cabo Rojo, Puerto Rico",18.0248,-67.16074,https://www.airbnb.com/rooms/53856000
Explore Puerto Rico in A CamperVan - Sofía,239,"San Juan, Puerto Rico",18.45207,-66.05075,https://www.airbnb.com/rooms/42414404
MarAzul BayView Boquerón,222,"Cabo Rojo, Puerto Rico",18.02891,-67.17217,https://www.airbnb.com/rooms/34328356
La Casa Paraiso - Ocean View - Private Villa,255,"Rincón, Puerto Rico",18.36,-67.249,https://www.airbnb.com/rooms/17107125
Casa Nikitas: on the Ocean!,325,"Vieques, Puerto Rico",18.15692,-65.43377,https://www.airbnb.com/rooms/17356383
Breathtaking Ocean View in Paradise,289,"Palmas del Mar, Humacao, Puerto Rico",18.08565,-65.79693,https://www.airbnb.com/rooms/49388525
Fall is beautiful ! largest heated pool in Condado,320,"San Juan, Puerto Rico",18.45396,-66.0645,https://www.airbnb.com/rooms/35220017
"2 Bedroom, Ocean + Mountain view, Las Casitas",253,"Fajardo, Puerto Rico",18.35759,-65.62406,https://www.airbnb.com/rooms/50497913
Pitirrres Nest Cottage,308,"Culebra, Puerto Rico",18.31314,-65.31161,https://www.airbnb.com/rooms/43551570
Aquatika Penthouse”  PoolTable Wristbands Included,207,"Loiza, Puerto Rico",18.42539,-65.83894,https://www.airbnb.com/rooms/48547782
Two Bedroom Ocean Front Apt at ESJ Towers,199,"Carolina, Puerto Rico",18.44419,-66.01698,https://www.airbnb.com/rooms/50265060
"lsFeel the Breeze, Fronts Beach & Pool 3/3 sleep 8",215,"Carolina, Puerto Rico",18.443,-66.024,https://www.airbnb.com/rooms/6224379
"4Rooms,6bed,3Ba +Pool, The Loft Shacks Beach",300,"Isabela, Puerto Rico",18.514,-67.101,https://www.airbnb.com/rooms/48360630
Residencia con Piscina en la Montaña,199,"Quebradillas, Barranquitas, Puerto Rico",18.208,-66.292,https://www.airbnb.com/rooms/35289272
DA VINCI OCEAN VIEW WALK TO THE BEACH (505),215,"San Juan, Puerto Rico",18.456,-66.073,https://www.airbnb.com/rooms/16517935
NEW LISTING! 🏄🏽‍♂️🏖 Steps from the Beach @ Isla Verde,200,"Carolina, Puerto Rico",18.44147,-66.01522,https://www.airbnb.com/rooms/47025468
"Breathtaking ocean view, 14th floor",206,"Carolina, Puerto Rico",18.44321,-66.02439,https://www.airbnb.com/rooms/53460737
Sea Salt Villa Retreat @OceanPark,214,"San Juan, Puerto Rico",18.45218,-66.05906,https://www.airbnb.com/rooms/45764022
Relax in modern ocean condo with amazing 270° view,214,"Luquillo, Puerto Rico",18.3752,-65.71314,https://www.airbnb.com/rooms/20031285
KASA Lofts #201 OLD SAN JUAN WIFI KITCHEN LAUNDRY,221,"Old San Juan, PR, Puerto Rico",18.466,-66.116,https://www.airbnb.com/rooms/39863994
NewListing PrivatePool Luxurious ExcellentLocation,232,"Aguadilla Pueblo, Aguadilla, Puerto Rico",18.47932,-67.14195,https://www.airbnb.com/rooms/35565468
Chalet del Campo Montehiedra,199,"San Juan, Puerto Rico",18.34543,-66.0755,https://www.airbnb.com/rooms/51596843
Relax in el Yunque Rainforest Luquillo Puerto Rico,218,"Luquillo, PR, Puerto Rico",18.324,-65.719,https://www.airbnb.com/rooms/51714661
Beach Front Amazing Pool Casa Birdsong Aguada,236,"Aguada, Puerto Rico",18.39073,-67.1991,https://www.airbnb.com/rooms/31860838
Monte Sagrado Reserve - wellness+Tanama River+farm,228,"Utuado, Puerto Rico",18.26703,-66.69971,https://www.airbnb.com/rooms/38624022
Beach Condo Steps To The  Beach & Casino,235,"Carolina, Puerto Rico",18.4432,-66.01505,https://www.airbnb.com/rooms/49126979
"Sunny Three Bedroom with Outdoor Space, Short Walk to Beach",229,"San Juan, Puerto Rico",18.45,-66.058,https://www.airbnb.com/rooms/16597827
Beach Front Penthouse: VILLA VICTORIA DEL MAR,200,"Cabo Rojo, Puerto Rico",18.14739,-67.17586,https://www.airbnb.com/rooms/48170206
Beach House Dalia Unit #2 Full Generator,225,"Carolina, Puerto Rico",18.44486,-66.01449,https://www.airbnb.com/rooms/43916015
1 Bedroom Beachfront @ Wyndham RioMar,225,"Río Grande, Puerto Rico",18.39054,-65.75821,https://www.airbnb.com/rooms/15487334
Rincon Surf Club Unit 6 w/POOL  & Ocean Views,236,"Rincón, PR, Puerto Rico",18.363,-67.264,https://www.airbnb.com/rooms/49689315
Playita Apartment- Isla Verde ocean view,238,"Carolina, Puerto Rico",18.44416,-66.01972,https://www.airbnb.com/rooms/33295119
Beautiful Room Las Casitas Village El Conquistador,212,"Fajardo, Puerto Rico",18.359,-65.628,https://www.airbnb.com/rooms/50996237
Beach Penthouse in Aquatika - In front main pool-,240,"Loíza, Puerto Rico",18.43132,-65.83961,https://www.airbnb.com/rooms/358527
Beach front 3 bedroom Paradise,201,"Luquillo, Puerto Rico",18.37915,-65.71662,https://www.airbnb.com/rooms/47465558
Rincon Surf Club Unit 3: POOL & Ocean Views,236,"Rincón, PR, Puerto Rico",18.363,-67.264,https://www.airbnb.com/rooms/49728300
Beach/Pool Access - 2BR 2B - Isla Verde PH Condo,214,"Carolina, Puerto Rico",18.44327,-66.02171,https://www.airbnb.com/rooms/52815268
Panoramic Ocean View PH/Infinity pool by Ace #3,225,"Aguadilla Pueblo, Aguadilla, Puerto Rico",18.41984,-67.15631,https://www.airbnb.com/rooms/48503053
"Beach Villages,  3 Bedrooms, Just Renovated",211,"Humacao, Puerto Rico",18.08444,-65.79622,https://www.airbnb.com/rooms/49040912
"msOverlookIsla Verde Beach, Spacious 3/3 sleeps 8",225,"Carolina, Puerto Rico",18.443,-66.023,https://www.airbnb.com/rooms/6226216
Spectacular Villa Vista Melones,207,"Playa Sardinas I, Culebra, Puerto Rico",18.30266,-65.30872,https://www.airbnb.com/rooms/54029724
Studio w/Ocean View Balcony+Hammock+TV+Wifi+A/C,45,"Rincon, Rincón, Puerto Rico",18.36314,-67.25933,https://www.airbnb.com/rooms/39795391
"Mariana's Marina House, Private Pool & Ocean views",225,"Rincón, PR, Puerto Rico",18.3392,-67.24935,https://www.airbnb.com/rooms/34575414
R Casa Unit 3 At Steps Beach,300,"Rincon, PR, Puerto Rico",18.348,-67.26,https://www.airbnb.com/rooms/23629560
Selah | Travelers Nesters Villa in Palmas del Mar,275,"Palmas Del Mar, Humacao, Puerto Rico",18.08894,-65.79639,https://www.airbnb.com/rooms/38758608
"Spacious 3BR condo: city/ocean views, 8 guests,",235,"Carolina, Puerto Rico",18.442,-66.022,https://www.airbnb.com/rooms/38128087
Large 3BR/2BA @ The Center of Condado with Parking,234,"San Juan, Puerto Rico",18.45723,-66.07425,https://www.airbnb.com/rooms/49188164
"Lovely 2 BR, APT w/AC & stunning ocean view.",251,"Loiza, Río Grande, Puerto Rico",18.42971,-65.8473,https://www.airbnb.com/rooms/53622273
2BR-1BTH Beach front - Private beach access!,211,"Vieques, Puerto Rico",18.15782,-65.42388,https://www.airbnb.com/rooms/19944000
"""Is Taki”",46,"Guayama, Puerto Rico",17.97495,-66.07293,https://www.airbnb.com/rooms/32963548
Perfecto  para una escapada  o vacaciones 🇵🇷🇵🇷,36,"San Juan, Puerto Rico",18.3989,-66.09288,https://www.airbnb.com/rooms/47214411
Casa Mac,361,"Rincon, Puerto Rico",18.32669,-67.25004,https://www.airbnb.com/rooms/38816854
Yellow Room - Art Deco Paradise,39,"San Juan, PR, Puerto Rico",18.45103,-66.08227,https://www.airbnb.com/rooms/11300736
Panoramic View—Antillas Loft—Old San Juan &Condado,219,"San Juan, Puerto Rico",18.464,-66.095,https://www.airbnb.com/rooms/19912081
"COLMADO LOFT (2 Bedrooms, 4 guests)",350,"Puerto Ferro, Vieques, Puerto Rico",18.15503,-65.44147,https://www.airbnb.com/rooms/38481432
Sunny Terraza on Sol St -  Solar powered,213,"San Juan, Puerto Rico",18.4661,-66.11364,https://www.airbnb.com/rooms/6438381
#10 Atlántico Urbano Disconnect to reconnect!,33,"Aguadilla, Puerto Rico",18.42275,-67.15384,https://www.airbnb.com/rooms/12342969
"Villa Caney Culebra
-Beautiful Deck-Private Dock-",363,"Culebra, Puerto Rico",18.30936,-65.30313,https://www.airbnb.com/rooms/19362846
Ocean Golf Villa Wyndham Rio Mar,375,"Río Grande, Puerto Rico",18.38515,-65.76528,https://www.airbnb.com/rooms/17358097
Jobos Beach surf private pool studio,225,"isabela, Puerto Rico",18.51058,-67.08299,https://www.airbnb.com/rooms/797980
Lux Romantic Villa w Heated private Pool+ Mountain,219,"Barranquitas, Puerto Rico",18.16933,-66.32163,https://www.airbnb.com/rooms/29082319
Ocean View Luxury Condo,200,"Fajardo, Puerto Rico",18.34433,-65.63464,https://www.airbnb.com/rooms/46789772
5-Star Modern House/BeachSide/Pool/Spa/Terrace,301,"Rincón, Puerto Rico",18.34467,-67.259,https://www.airbnb.com/rooms/17280136
3 Bedroom Beachfront Property in Palmas del Mar,305,"Humacao, Puerto Rico",18.088,-65.795,https://www.airbnb.com/rooms/53354617
Casa De Hatillo- Fabulous Oasis By the Beach,238,"Hatillo, Puerto Rico",18.49014,-66.82151,https://www.airbnb.com/rooms/42149672
Tamboo Patio Studio 1 (Beach Access on Site),200,"Rincon, PR, Puerto Rico",18.37,-67.258,https://www.airbnb.com/rooms/45878334
Beautiful Rental Homes in the Heart of Condado AP6,350,"San Juan, Puerto Rico",18.45883,-66.07725,https://www.airbnb.com/rooms/26985416
Ultimate Sunset Experience with Pool,300,"Rincon, Rincón, Puerto Rico",18.34875,-67.2589,https://www.airbnb.com/rooms/47769139
We are back!  Puerto Rican paradise awaits you!,350,"Punta Santiago, Humacao, Puerto Rico",18.14919,-65.76853,https://www.airbnb.com/rooms/17752478
Paradise Oceanfront Condo - Ocean is your home!,204,"Luquillo, Puerto Rico",18.38145,-65.74681,https://www.airbnb.com/rooms/51910966
"#9 Penthouse 4br, 3Ba - Jobos, Montones, Shacks",299,"Isabela, Puerto Rico",18.51387,-67.08109,https://www.airbnb.com/rooms/26752184
Beachfront View 15th Floor 2BR w/Parking @ ESJ,214,"Carolina, Puerto Rico",18.44337,-66.01624,https://www.airbnb.com/rooms/50697333
Villa 12 Flamenco Beachfront Villas,236,"Flamenco, Culebra, Puerto Rico",18.32887,-65.31421,https://www.airbnb.com/rooms/49174051
Coconut Cay,295,"Vieques, Puerto Rico",18.15489,-65.44114,https://www.airbnb.com/rooms/29146322
"Nena’s place, Carolina PR  w electric generator",224,"Carolina, Puerto Rico",18.38802,-65.96682,https://www.airbnb.com/rooms/34815804
The Sylvia's Suite at La Botanica,232,"San Juan, Puerto Rico",18.45368,-66.059,https://www.airbnb.com/rooms/21548736
"Casa Adelina: Piscina Privada, a Pasos de la Playa",207,"Aguada, Puerto Rico",18.40679,-67.16928,https://www.airbnb.com/rooms/45768847
Oceanfront Jobos Penthouse,245,"Bajura, Isabela, Puerto Rico",18.51381,-67.08749,https://www.airbnb.com/rooms/50195293
Zumbador's Cottage,299,"Culebra , Puerto Rico",18.31223,-65.30951,https://www.airbnb.com/rooms/28311257
MARE 28: 2 Queen Beds w/ Private Bath + POOL,205,"San Juan, Puerto Rico",18.452,-66.061,https://www.airbnb.com/rooms/23610611
Salt Vibes Beach House,199,"Aguadilla Pueblo, Aguadilla, Puerto Rico",18.43742,-67.1564,https://www.airbnb.com/rooms/52143021
Amazing Beach Front Private access Mar Chiquita,214,"Manatí, Puerto Rico",18.474,-66.484,https://www.airbnb.com/rooms/7662925
OSJ 2BD Panoramic Views 101CS2A,221,"San Juan, Puerto Rico",18.46606,-66.11722,https://www.airbnb.com/rooms/52920127
"Beachfront Relax SPA, Beach,Pool, Private Decks",244,"Manatí, Puerto Rico",18.47247,-66.48307,https://www.airbnb.com/rooms/5810872
Atlantic Beach House w/hottub on quiet beach,242,"Arecibo, Puerto Rico",18.48047,-66.69297,https://www.airbnb.com/rooms/49258921
On the Beach! Private pool/spa- Plant! Lighfull,237,"San Juan, Puerto Rico",18.454,-66.058,https://www.airbnb.com/rooms/12167679
KASA Seaview BALCONY BEACH AC WIFI KITCHEN PARKING,200,"Carolina, Puerto Rico",18.443,-66.021,https://www.airbnb.com/rooms/48079721
MARE 22 - 2 Queen Beds w/POOL + Beach half a block,205,"San Juan, Puerto Rico",18.452,-66.061,https://www.airbnb.com/rooms/23608381
"Hermoso apt.  privado, 1 hab.
¡Cerca de todo!",49,"San Juan, Puerto Rico",18.40373,-66.03829,https://www.airbnb.com/rooms/50267960
The Terrace Lux Penthouse,215,"Loíza, Puerto Rico",18.424,-65.839,https://www.airbnb.com/rooms/29884566
Apartment in front of airport 2.,49,"Carolina, Puerto Rico",18.43147,-66.00027,https://www.airbnb.com/rooms/39647177
Luxury Isla Verde Condo - Beach / Ocean Front,206,"Carolina, Puerto Rico",18.44409,-66.01834,https://www.airbnb.com/rooms/38489574
#12 Atlántico Azul. Very clean and comfortable!,41,"Aguadilla Pueblo, Aguadilla, Puerto Rico",18.42295,-67.15404,https://www.airbnb.com/rooms/17777658
"Casa Catania #4 Ramey N/beach, WI-FI, N/airport.",46,"Maleza Alta, Aguadilla, Puerto Rico, Aguadilla, Puerto Rico",18.50308,-67.12681,https://www.airbnb.com/rooms/48915008
Aquatika Beach Retreat PH near San Juan Airport,199,"Loiza, Puerto Rico",18.42654,-65.83908,https://www.airbnb.com/rooms/44236315
"SIETE MARES, BEACH HOUSE",225,"Cabezas, Fajardo, Puerto Rico",18.36432,-65.63434,https://www.airbnb.com/rooms/54175866
"""Vista del Mar"" Ocean front 1-bedroom apartment",216,"Carolina, Puerto Rico",18.44174,-66.0232,https://www.airbnb.com/rooms/50653915
Bohemian Apartment on the Mountain (Apt #2) Pink,41,"Río Abajo, Ceiba, Puerto Rico",18.26532,-65.68193,https://www.airbnb.com/rooms/50116875
2bd/1ba modern apt w/ Lagoon View & parking!,225,"San Juan, Puerto Rico",18.45813,-66.07636,https://www.airbnb.com/rooms/46309019
Villa 14 Flamenco Beachfront Villas,238,"Flamenco, Culebra, Puerto Rico",18.32854,-65.31571,https://www.airbnb.com/rooms/49173988
Ocean View & 2 Bedroom in OSJ!,202,"San Juan, Puerto Rico",18.46836,-66.1147,https://www.airbnb.com/rooms/931838942209511000
Beachfront Penthouse near El Yunque@Bosque del Mar,243,"Río Grande, Puerto Rico",18.40022,-65.77214,https://www.airbnb.com/rooms/49798870
#4 Private Room in San Juan/ Art District,35,"San Juan, Puerto Rico",18.45128,-66.07982,https://www.airbnb.com/rooms/40636785
Breathtaking Ocean front Penthouse,232,"Carolina, Puerto Rico",18.443,-66.024,https://www.airbnb.com/rooms/29608083
Family Size 2BR w/ King Bed in the Center of Town,240,"San Juan, Puerto Rico",18.46649,-66.11265,https://www.airbnb.com/rooms/53152228
Naturalist Comfy Apartment - Ceiba PR🇵🇷 (Red Door),49,"Río Abajo, Ceiba, Puerto Rico",18.26608,-65.68116,https://www.airbnb.com/rooms/50104898
Rincon Beach Villa - with Private Pool,225,"Rincon, Rincón, Puerto Rico",18.32642,-67.24536,https://www.airbnb.com/rooms/46672324
Casa Las Palmas,206,"Aguada, Puerto Rico",18.399,-67.187,https://www.airbnb.com/rooms/36700568
Oceanview 2-Bedroom with 2 Bathrooms in Condado!,235,"San Juan, Puerto Rico",18.45574,-66.06487,https://www.airbnb.com/rooms/8845402
Luna Escondida,290,"Corozal, Naranjito, Puerto Rico",18.27461,-66.2732,https://www.airbnb.com/rooms/51517762
Bella Vista Vacation,210,"Luquillo, Puerto Rico",18.37478,-65.7209,https://www.airbnb.com/rooms/52538297
Casa Piña Apartment 1,45,"Rincón, Puerto Rico",18.36346,-67.26455,https://www.airbnb.com/rooms/34398275
3C Convention center/T-Mobile district apartment,46,"San Juan, Puerto Rico",18.45639,-66.0891,https://www.airbnb.com/rooms/54142514
Premium Loft with Balcony in Historic Old San Juan,224,"San Juan, Puerto Rico",18.46801,-66.11352,https://www.airbnb.com/rooms/31222826
Condado BEACH Nxt2 Hotels/Bars/Restaurants Parking,202,"San Juan, Puerto Rico",18.456,-66.069,https://www.airbnb.com/rooms/22294284
Shipping container overlooking Jobos Beach,256,"Isabela , Puerto Rico , Puerto Rico",18.50875,-67.079,https://www.airbnb.com/rooms/52610664
Private Studio near Condado,42,"San Juan, Puerto Rico",18.451,-66.062,https://www.airbnb.com/rooms/15320370
Beach Front Rio Mar Resort 1 bd next to hotel,350,"Río Grande, Puerto Rico",18.38986,-65.75737,https://www.airbnb.com/rooms/48796307
Beachfront 4th Floor 2BR  w/Parking @ ESJ TOWERS,209,"Carolina, Puerto Rico",18.44293,-66.01671,https://www.airbnb.com/rooms/1262395
Rincón Surf Villa @ Punta Del Mar,350,"Rincon, Puerto Rico",18.37233,-67.24594,https://www.airbnb.com/rooms/42005008
